geoid,year,measure,value,moe
51013102002,2015.0,employment_access_index,130141.0,
51013102003,2015.0,employment_access_index,118776.0,
51013102100,2015.0,employment_access_index,87364.0,
51013102200,2015.0,employment_access_index,86266.0,
51013102301,2015.0,employment_access_index,107266.0,
51013102302,2015.0,employment_access_index,96908.0,
51013102400,2015.0,employment_access_index,125735.0,
51013102500,2015.0,employment_access_index,121688.0,
51013102600,2015.0,employment_access_index,95311.0,
51013102701,2015.0,employment_access_index,92286.0,
51013102702,2015.0,employment_access_index,90528.0,
51013102801,2015.0,employment_access_index,86999.0,
51013102802,2015.0,employment_access_index,88213.0,
51013102901,2015.0,employment_access_index,84515.0,
51013102902,2015.0,employment_access_index,83482.0,
51013103000,2015.0,employment_access_index,79104.0,
51013103100,2015.0,employment_access_index,94751.0,
51013103200,2015.0,employment_access_index,111319.0,
51013103300,2015.0,employment_access_index,121635.0,
51013103401,2015.0,employment_access_index,150729.0,
51013103402,2015.0,employment_access_index,120756.0,
51013103501,2015.0,employment_access_index,131889.0,
51013103502,2015.0,employment_access_index,132184.0,
51013103503,2015.0,employment_access_index,133029.0,
51013103601,2015.0,employment_access_index,117550.0,
51013103602,2015.0,employment_access_index,118848.0,
51013103700,2015.0,employment_access_index,113597.0,
51013103800,2015.0,employment_access_index,99957.0,
51013980100,2015.0,employment_access_index,194007.0,
51013980200,2015.0,employment_access_index,122378.0,
51015070100,2015.0,employment_access_index,1518.0,
51015070200,2015.0,employment_access_index,1936.0,
51015070300,2015.0,employment_access_index,2668.0,
51015070400,2015.0,employment_access_index,2259.0,
51015070500,2015.0,employment_access_index,2669.0,
51015070600,2015.0,employment_access_index,4806.0,
51015070700,2015.0,employment_access_index,4444.0,
51015070800,2015.0,employment_access_index,2089.0,
51015070900,2015.0,employment_access_index,3669.0,
51015071000,2015.0,employment_access_index,1843.0,
51015071101,2015.0,employment_access_index,4125.0,
51015071102,2015.0,employment_access_index,3498.0,
51015071200,2015.0,employment_access_index,3369.0,
51017920100,2015.0,employment_access_index,1399.0,
51019030101,2015.0,employment_access_index,3611.0,
51019030103,2015.0,employment_access_index,7645.0,
51019030104,2015.0,employment_access_index,5500.0,
51019030201,2015.0,employment_access_index,2779.0,
51019030202,2015.0,employment_access_index,2000.0,
51019030300,2015.0,employment_access_index,1852.0,
51019030401,2015.0,employment_access_index,2272.0,
51019030402,2015.0,employment_access_index,2417.0,
51019030501,2015.0,employment_access_index,1831.0,
51019030503,2015.0,employment_access_index,1718.0,
51019030504,2015.0,employment_access_index,2055.0,
51019030601,2015.0,employment_access_index,2128.0,
51019030602,2015.0,employment_access_index,3549.0,
51019030603,2015.0,employment_access_index,2991.0,
51019030604,2015.0,employment_access_index,2244.0,
51019030605,2015.0,employment_access_index,2111.0,
51019050100,2015.0,employment_access_index,6616.0,
51021040100,2015.0,employment_access_index,1287.0,
51021040200,2015.0,employment_access_index,1220.0,
51023040100,2015.0,employment_access_index,1528.0,
51023040200,2015.0,employment_access_index,1736.0,
51023040301,2015.0,employment_access_index,2420.0,
51023040302,2015.0,employment_access_index,3596.0,
51023040401,2015.0,employment_access_index,2414.0,
51023040402,2015.0,employment_access_index,7329.0,
51023040501,2015.0,employment_access_index,4346.0,
51023040502,2015.0,employment_access_index,3675.0,
51025930100,2015.0,employment_access_index,1468.0,
51025930201,2015.0,employment_access_index,1844.0,
51025930202,2015.0,employment_access_index,,
51025930203,2015.0,employment_access_index,1453.0,
51025930300,2015.0,employment_access_index,1341.0,
51027010100,2015.0,employment_access_index,1269.0,
51027010200,2015.0,employment_access_index,1058.0,
51027010300,2015.0,employment_access_index,1198.0,
51027010400,2015.0,employment_access_index,1952.0,
51027010500,2015.0,employment_access_index,1060.0,
51027010600,2015.0,employment_access_index,1311.0,
51027010700,2015.0,employment_access_index,1247.0,
51029930101,2015.0,employment_access_index,1688.0,
51029930102,2015.0,employment_access_index,1854.0,
51029930201,2015.0,employment_access_index,1723.0,
51029930202,2015.0,employment_access_index,1578.0,
51031020101,2015.0,employment_access_index,3103.0,
51031020102,2015.0,employment_access_index,1827.0,
51031020200,2015.0,employment_access_index,4829.0,
51031020300,2015.0,employment_access_index,8275.0,
51031020401,2015.0,employment_access_index,7455.0,
51031020402,2015.0,employment_access_index,5775.0,
51031020403,2015.0,employment_access_index,3126.0,
51031020500,2015.0,employment_access_index,2575.0,
51031020600,2015.0,employment_access_index,2018.0,
51031020700,2015.0,employment_access_index,4336.0,
51031020800,2015.0,employment_access_index,1660.0,
51031020900,2015.0,employment_access_index,1765.0,
51033030100,2015.0,employment_access_index,3295.0,
51033030201,2015.0,employment_access_index,2884.0,
51033030202,2015.0,employment_access_index,2550.0,
51033030300,2015.0,employment_access_index,3089.0,
51033030400,2015.0,employment_access_index,2884.0,
51033030500,2015.0,employment_access_index,3158.0,
51033030600,2015.0,employment_access_index,3348.0,
51035080100,2015.0,employment_access_index,1615.0,
51035080200,2015.0,employment_access_index,2195.0,
51035080300,2015.0,employment_access_index,1522.0,
51035080400,2015.0,employment_access_index,1706.0,
51035080500,2015.0,employment_access_index,1485.0,
51035080601,2015.0,employment_access_index,1498.0,
51035080602,2015.0,employment_access_index,1496.0,
51036600100,2015.0,employment_access_index,3129.0,
51036600200,2015.0,employment_access_index,2642.0,
51036600300,2015.0,employment_access_index,2373.0,
51037930100,2015.0,employment_access_index,1459.0,
51037930200,2015.0,employment_access_index,1402.0,
51037930300,2015.0,employment_access_index,1416.0,
51041100106,2015.0,employment_access_index,25301.0,
51041100107,2015.0,employment_access_index,29148.0,
51041100205,2015.0,employment_access_index,14304.0,
51041100206,2015.0,employment_access_index,13004.0,
51041100208,2015.0,employment_access_index,13073.0,
51041100209,2015.0,employment_access_index,18200.0,
51041100210,2015.0,employment_access_index,23393.0,
51041100300,2015.0,employment_access_index,15966.0,
51041100403,2015.0,employment_access_index,11835.0,
51041100404,2015.0,employment_access_index,11044.0,
51041100405,2015.0,employment_access_index,14399.0,
51041100406,2015.0,employment_access_index,11250.0,
51041100407,2015.0,employment_access_index,9895.0,
51041100409,2015.0,employment_access_index,10849.0,
51041100410,2015.0,employment_access_index,10256.0,
51041100505,2015.0,employment_access_index,10724.0,
51041100506,2015.0,employment_access_index,10114.0,
51041100507,2015.0,employment_access_index,7269.0,
51041100508,2015.0,employment_access_index,9390.0,
51041100509,2015.0,employment_access_index,12302.0,
51041100510,2015.0,employment_access_index,7175.0,
51041100600,2015.0,employment_access_index,11619.0,
51041100701,2015.0,employment_access_index,7889.0,
51041100702,2015.0,employment_access_index,5070.0,
51041100703,2015.0,employment_access_index,3835.0,
51041100804,2015.0,employment_access_index,14773.0,
51041100805,2015.0,employment_access_index,11801.0,
51041100806,2015.0,employment_access_index,12893.0,
51041100807,2015.0,employment_access_index,11484.0,
51041100812,2015.0,employment_access_index,10784.0,
51041100814,2015.0,employment_access_index,12575.0,
51041100815,2015.0,employment_access_index,10457.0,
51041100816,2015.0,employment_access_index,11839.0,
51041100817,2015.0,employment_access_index,22428.0,
51041100818,2015.0,employment_access_index,10250.0,
51041100819,2015.0,employment_access_index,11609.0,
51041100820,2015.0,employment_access_index,11564.0,
51041100821,2015.0,employment_access_index,5509.0,
51041100822,2015.0,employment_access_index,8318.0,
51041100823,2015.0,employment_access_index,16475.0,
51041100902,2015.0,employment_access_index,20531.0,
51041100907,2015.0,employment_access_index,25220.0,
51041100910,2015.0,employment_access_index,16041.0,
51041100912,2015.0,employment_access_index,12170.0,
51041100915,2015.0,employment_access_index,17668.0,
51041100919,2015.0,employment_access_index,13642.0,
51041100920,2015.0,employment_access_index,28242.0,
51041100921,2015.0,employment_access_index,24701.0,
51041100922,2015.0,employment_access_index,26084.0,
51041100923,2015.0,employment_access_index,20712.0,
51041100924,2015.0,employment_access_index,9325.0,
51041100926,2015.0,employment_access_index,13134.0,
51041100927,2015.0,employment_access_index,8662.0,
51041100928,2015.0,employment_access_index,10356.0,
51041100929,2015.0,employment_access_index,12639.0,
51041100930,2015.0,employment_access_index,14665.0,
51041100931,2015.0,employment_access_index,18462.0,
51041100932,2015.0,employment_access_index,13091.0,
51041100933,2015.0,employment_access_index,11612.0,
51041100934,2015.0,employment_access_index,11124.0,
51041100935,2015.0,employment_access_index,9915.0,
51041100936,2015.0,employment_access_index,13412.0,
51041101003,2015.0,employment_access_index,3458.0,
51041101004,2015.0,employment_access_index,2906.0,
51041101007,2015.0,employment_access_index,8891.0,
51041101008,2015.0,employment_access_index,6427.0,
51041101009,2015.0,employment_access_index,4832.0,
51041101010,2015.0,employment_access_index,5623.0,
51041101011,2015.0,employment_access_index,7901.0,
51041101012,2015.0,employment_access_index,10864.0,
51041101013,2015.0,employment_access_index,7170.0,
51043010100,2015.0,employment_access_index,5001.0,
51043010200,2015.0,employment_access_index,3887.0,
51043010300,2015.0,employment_access_index,3753.0,
51045050100,2015.0,employment_access_index,1596.0,
51047930101,2015.0,employment_access_index,4072.0,
51047930102,2015.0,employment_access_index,3266.0,
51047930201,2015.0,employment_access_index,5022.0,
51047930202,2015.0,employment_access_index,2757.0,
51047930300,2015.0,employment_access_index,8564.0,
51047930400,2015.0,employment_access_index,3704.0,
51047930501,2015.0,employment_access_index,2778.0,
51047930502,2015.0,employment_access_index,7123.0,
51049930100,2015.0,employment_access_index,1806.0,
51049930200,2015.0,employment_access_index,2100.0,
51051040100,2015.0,employment_access_index,1143.0,
51051040200,2015.0,employment_access_index,1647.0,
51051040300,2015.0,employment_access_index,1256.0,
51051040400,2015.0,employment_access_index,1086.0,
51053840100,2015.0,employment_access_index,1702.0,
51053840200,2015.0,employment_access_index,2947.0,
51053840300,2015.0,employment_access_index,4686.0,
51053840400,2015.0,employment_access_index,6028.0,
51053840500,2015.0,employment_access_index,3276.0,
51053840600,2015.0,employment_access_index,2165.0,
51053980100,2015.0,employment_access_index,,
51057950600,2015.0,employment_access_index,2407.0,
51057950700,2015.0,employment_access_index,3575.0,
51057950800,2015.0,employment_access_index,2289.0,
51059415100,2015.0,employment_access_index,46335.0,
51059415200,2015.0,employment_access_index,37970.0,
51059415300,2015.0,employment_access_index,36586.0,
51059415401,2015.0,employment_access_index,33540.0,
51059415402,2015.0,employment_access_index,30269.0,
51059415500,2015.0,employment_access_index,26529.0,
51059415600,2015.0,employment_access_index,26591.0,
51059415700,2015.0,employment_access_index,18306.0,
51059415800,2015.0,employment_access_index,21085.0,
51059415900,2015.0,employment_access_index,22064.0,
51059416000,2015.0,employment_access_index,23060.0,
51059416100,2015.0,employment_access_index,19189.0,
51059416200,2015.0,employment_access_index,18033.0,
51059416300,2015.0,employment_access_index,11622.0,
51059420100,2015.0,employment_access_index,68475.0,
51059420201,2015.0,employment_access_index,56545.0,
51059420202,2015.0,employment_access_index,57939.0,
51059420203,2015.0,employment_access_index,55344.0,
51059420300,2015.0,employment_access_index,55365.0,
51059420400,2015.0,employment_access_index,68227.0,
51059420501,2015.0,employment_access_index,57470.0,
51059420502,2015.0,employment_access_index,61723.0,
51059420503,2015.0,employment_access_index,58624.0,
51059420600,2015.0,employment_access_index,52581.0,
51059420700,2015.0,employment_access_index,44768.0,
51059420800,2015.0,employment_access_index,41523.0,
51059421001,2015.0,employment_access_index,49657.0,
51059421002,2015.0,employment_access_index,50225.0,
51059421101,2015.0,employment_access_index,39398.0,
51059421102,2015.0,employment_access_index,38792.0,
51059421103,2015.0,employment_access_index,33651.0,
51059421200,2015.0,employment_access_index,29904.0,
51059421300,2015.0,employment_access_index,33462.0,
51059421400,2015.0,employment_access_index,37458.0,
51059421500,2015.0,employment_access_index,30464.0,
51059421600,2015.0,employment_access_index,27651.0,
51059421701,2015.0,employment_access_index,24735.0,
51059421702,2015.0,employment_access_index,26049.0,
51059421800,2015.0,employment_access_index,22642.0,
51059421900,2015.0,employment_access_index,23914.0,
51059422000,2015.0,employment_access_index,31057.0,
51059422101,2015.0,employment_access_index,22069.0,
51059422102,2015.0,employment_access_index,19669.0,
51059422201,2015.0,employment_access_index,20288.0,
51059422202,2015.0,employment_access_index,19956.0,
51059422301,2015.0,employment_access_index,45796.0,
51059422302,2015.0,employment_access_index,46172.0,
51059422401,2015.0,employment_access_index,41311.0,
51059422402,2015.0,employment_access_index,38394.0,
51059422403,2015.0,employment_access_index,38237.0,
51059430101,2015.0,employment_access_index,30950.0,
51059430102,2015.0,employment_access_index,29117.0,
51059430201,2015.0,employment_access_index,30626.0,
51059430202,2015.0,employment_access_index,33273.0,
51059430203,2015.0,employment_access_index,37531.0,
51059430400,2015.0,employment_access_index,38882.0,
51059430500,2015.0,employment_access_index,59467.0,
51059430600,2015.0,employment_access_index,72821.0,
51059430700,2015.0,employment_access_index,50847.0,
51059430801,2015.0,employment_access_index,36107.0,
51059430802,2015.0,employment_access_index,37789.0,
51059430901,2015.0,employment_access_index,31257.0,
51059430902,2015.0,employment_access_index,30128.0,
51059431001,2015.0,employment_access_index,27392.0,
51059431002,2015.0,employment_access_index,28619.0,
51059431300,2015.0,employment_access_index,27076.0,
51059431400,2015.0,employment_access_index,30320.0,
51059431500,2015.0,employment_access_index,35172.0,
51059431600,2015.0,employment_access_index,43826.0,
51059431801,2015.0,employment_access_index,29780.0,
51059431802,2015.0,employment_access_index,31612.0,
51059431900,2015.0,employment_access_index,31744.0,
51059432000,2015.0,employment_access_index,24988.0,
51059432100,2015.0,employment_access_index,24932.0,
51059432201,2015.0,employment_access_index,26089.0,
51059432202,2015.0,employment_access_index,27123.0,
51059432300,2015.0,employment_access_index,24450.0,
51059432401,2015.0,employment_access_index,22940.0,
51059432402,2015.0,employment_access_index,23848.0,
51059432500,2015.0,employment_access_index,23712.0,
51059432600,2015.0,employment_access_index,26479.0,
51059432701,2015.0,employment_access_index,33829.0,
51059432702,2015.0,employment_access_index,31272.0,
51059432800,2015.0,employment_access_index,35424.0,
51059440100,2015.0,employment_access_index,52011.0,
51059440201,2015.0,employment_access_index,78895.0,
51059440202,2015.0,employment_access_index,68178.0,
51059440300,2015.0,employment_access_index,56036.0,
51059440501,2015.0,employment_access_index,39614.0,
51059440502,2015.0,employment_access_index,45408.0,
51059440600,2015.0,employment_access_index,50220.0,
51059440701,2015.0,employment_access_index,35258.0,
51059440702,2015.0,employment_access_index,39997.0,
51059440800,2015.0,employment_access_index,41769.0,
51059450100,2015.0,employment_access_index,72462.0,
51059450200,2015.0,employment_access_index,62291.0,
51059450300,2015.0,employment_access_index,65770.0,
51059450400,2015.0,employment_access_index,59943.0,
51059450500,2015.0,employment_access_index,58259.0,
51059450601,2015.0,employment_access_index,65250.0,
51059450602,2015.0,employment_access_index,63987.0,
51059450701,2015.0,employment_access_index,57623.0,
51059450702,2015.0,employment_access_index,55503.0,
51059450800,2015.0,employment_access_index,55897.0,
51059450900,2015.0,employment_access_index,54092.0,
51059451000,2015.0,employment_access_index,54346.0,
51059451100,2015.0,employment_access_index,55468.0,
51059451200,2015.0,employment_access_index,57411.0,
51059451300,2015.0,employment_access_index,64756.0,
51059451400,2015.0,employment_access_index,72420.0,
51059451501,2015.0,employment_access_index,72504.0,
51059451502,2015.0,employment_access_index,79979.0,
51059451601,2015.0,employment_access_index,69714.0,
51059451602,2015.0,employment_access_index,66617.0,
51059451800,2015.0,employment_access_index,63394.0,
51059451900,2015.0,employment_access_index,61293.0,
51059452000,2015.0,employment_access_index,59215.0,
51059452101,2015.0,employment_access_index,81183.0,
51059452102,2015.0,employment_access_index,65667.0,
51059452200,2015.0,employment_access_index,54714.0,
51059452301,2015.0,employment_access_index,51600.0,
51059452302,2015.0,employment_access_index,49665.0,
51059452400,2015.0,employment_access_index,76329.0,
51059452501,2015.0,employment_access_index,86124.0,
51059452502,2015.0,employment_access_index,67839.0,
51059452600,2015.0,employment_access_index,71024.0,
51059452700,2015.0,employment_access_index,71527.0,
51059452801,2015.0,employment_access_index,80524.0,
51059452802,2015.0,employment_access_index,83053.0,
51059460100,2015.0,employment_access_index,40216.0,
51059460200,2015.0,employment_access_index,38575.0,
51059460300,2015.0,employment_access_index,47917.0,
51059460400,2015.0,employment_access_index,91693.0,
51059460501,2015.0,employment_access_index,117846.0,
51059460502,2015.0,employment_access_index,91198.0,
51059460600,2015.0,employment_access_index,73179.0,
51059460701,2015.0,employment_access_index,61347.0,
51059460702,2015.0,employment_access_index,55467.0,
51059460800,2015.0,employment_access_index,70328.0,
51059460900,2015.0,employment_access_index,66915.0,
51059461000,2015.0,employment_access_index,49272.0,
51059461100,2015.0,employment_access_index,41746.0,
51059461201,2015.0,employment_access_index,39473.0,
51059461202,2015.0,employment_access_index,60775.0,
51059461500,2015.0,employment_access_index,49492.0,
51059461601,2015.0,employment_access_index,55596.0,
51059461602,2015.0,employment_access_index,76469.0,
51059461700,2015.0,employment_access_index,57844.0,
51059461801,2015.0,employment_access_index,50289.0,
51059461802,2015.0,employment_access_index,48862.0,
51059461901,2015.0,employment_access_index,51653.0,
51059461902,2015.0,employment_access_index,53152.0,
51059470100,2015.0,employment_access_index,48251.0,
51059470300,2015.0,employment_access_index,61468.0,
51059470400,2015.0,employment_access_index,55974.0,
51059470500,2015.0,employment_access_index,55119.0,
51059470600,2015.0,employment_access_index,65852.0,
51059470700,2015.0,employment_access_index,59687.0,
51059470800,2015.0,employment_access_index,69469.0,
51059470900,2015.0,employment_access_index,61154.0,
51059471000,2015.0,employment_access_index,64969.0,
51059471100,2015.0,employment_access_index,82862.0,
51059471201,2015.0,employment_access_index,119434.0,
51059471202,2015.0,employment_access_index,100979.0,
51059471301,2015.0,employment_access_index,88605.0,
51059471303,2015.0,employment_access_index,75357.0,
51059471304,2015.0,employment_access_index,70232.0,
51059471401,2015.0,employment_access_index,64779.0,
51059471402,2015.0,employment_access_index,70221.0,
51059480100,2015.0,employment_access_index,24624.0,
51059480201,2015.0,employment_access_index,75336.0,
51059480202,2015.0,employment_access_index,122528.0,
51059480203,2015.0,employment_access_index,116783.0,
51059480300,2015.0,employment_access_index,40098.0,
51059480401,2015.0,employment_access_index,28921.0,
51059480402,2015.0,employment_access_index,22898.0,
51059480501,2015.0,employment_access_index,30452.0,
51059480502,2015.0,employment_access_index,35653.0,
51059480503,2015.0,employment_access_index,46303.0,
51059480504,2015.0,employment_access_index,38358.0,
51059480505,2015.0,employment_access_index,63814.0,
51059480801,2015.0,employment_access_index,48960.0,
51059480802,2015.0,employment_access_index,66415.0,
51059480901,2015.0,employment_access_index,56349.0,
51059480902,2015.0,employment_access_index,73575.0,
51059480903,2015.0,employment_access_index,69010.0,
51059481000,2015.0,employment_access_index,61747.0,
51059481101,2015.0,employment_access_index,67998.0,
51059481102,2015.0,employment_access_index,64066.0,
51059481103,2015.0,employment_access_index,62932.0,
51059481104,2015.0,employment_access_index,60433.0,
51059481105,2015.0,employment_access_index,50639.0,
51059481106,2015.0,employment_access_index,41362.0,
51059481201,2015.0,employment_access_index,71114.0,
51059481202,2015.0,employment_access_index,67365.0,
51059481400,2015.0,employment_access_index,49306.0,
51059481500,2015.0,employment_access_index,35564.0,
51059481600,2015.0,employment_access_index,33953.0,
51059481701,2015.0,employment_access_index,38982.0,
51059481702,2015.0,employment_access_index,60056.0,
51059481900,2015.0,employment_access_index,47867.0,
51059482001,2015.0,employment_access_index,37107.0,
51059482002,2015.0,employment_access_index,42411.0,
51059482100,2015.0,employment_access_index,56760.0,
51059482201,2015.0,employment_access_index,77409.0,
51059482202,2015.0,employment_access_index,78514.0,
51059482203,2015.0,employment_access_index,85034.0,
51059482301,2015.0,employment_access_index,71366.0,
51059482302,2015.0,employment_access_index,62077.0,
51059482303,2015.0,employment_access_index,50996.0,
51059482400,2015.0,employment_access_index,44326.0,
51059482501,2015.0,employment_access_index,55991.0,
51059482502,2015.0,employment_access_index,42883.0,
51059482503,2015.0,employment_access_index,42415.0,
51059482504,2015.0,employment_access_index,35594.0,
51059482601,2015.0,employment_access_index,38539.0,
51059482602,2015.0,employment_access_index,43441.0,
51059490101,2015.0,employment_access_index,40644.0,
51059490103,2015.0,employment_access_index,41002.0,
51059490501,2015.0,employment_access_index,29218.0,
51059490502,2015.0,employment_access_index,36880.0,
51059491000,2015.0,employment_access_index,14425.0,
51059491101,2015.0,employment_access_index,21143.0,
51059491102,2015.0,employment_access_index,25396.0,
51059491103,2015.0,employment_access_index,24743.0,
51059491201,2015.0,employment_access_index,28494.0,
51059491202,2015.0,employment_access_index,29492.0,
51059491301,2015.0,employment_access_index,21190.0,
51059491302,2015.0,employment_access_index,25023.0,
51059491303,2015.0,employment_access_index,27284.0,
51059491401,2015.0,employment_access_index,28070.0,
51059491402,2015.0,employment_access_index,24400.0,
51059491403,2015.0,employment_access_index,23927.0,
51059491404,2015.0,employment_access_index,20546.0,
51059491405,2015.0,employment_access_index,20253.0,
51059491501,2015.0,employment_access_index,32382.0,
51059491502,2015.0,employment_access_index,37275.0,
51059491601,2015.0,employment_access_index,48173.0,
51059491602,2015.0,employment_access_index,42616.0,
51059491701,2015.0,employment_access_index,61435.0,
51059491702,2015.0,employment_access_index,61432.0,
51059491703,2015.0,employment_access_index,62842.0,
51059491704,2015.0,employment_access_index,61188.0,
51059491705,2015.0,employment_access_index,45250.0,
51059491801,2015.0,employment_access_index,42673.0,
51059491802,2015.0,employment_access_index,46778.0,
51059491803,2015.0,employment_access_index,43440.0,
51059492000,2015.0,employment_access_index,24999.0,
51059492100,2015.0,employment_access_index,18042.0,
51059492201,2015.0,employment_access_index,15215.0,
51059492202,2015.0,employment_access_index,19347.0,
51059492203,2015.0,employment_access_index,17631.0,
51059492300,2015.0,employment_access_index,21780.0,
51059492400,2015.0,employment_access_index,21746.0,
51059492500,2015.0,employment_access_index,18400.0,
51059980100,2015.0,employment_access_index,,
51059980200,2015.0,employment_access_index,,
51059980300,2015.0,employment_access_index,,
51061930100,2015.0,employment_access_index,4705.0,
51061930203,2015.0,employment_access_index,3327.0,
51061930204,2015.0,employment_access_index,3783.0,
51061930205,2015.0,employment_access_index,3952.0,
51061930206,2015.0,employment_access_index,4379.0,
51061930207,2015.0,employment_access_index,5442.0,
51061930302,2015.0,employment_access_index,10731.0,
51061930303,2015.0,employment_access_index,5919.0,
51061930304,2015.0,employment_access_index,5460.0,
51061930401,2015.0,employment_access_index,6622.0,
51061930402,2015.0,employment_access_index,6057.0,
51061930403,2015.0,employment_access_index,8654.0,
51061930703,2015.0,employment_access_index,3583.0,
51061930704,2015.0,employment_access_index,4533.0,
51061930705,2015.0,employment_access_index,4808.0,
51061930706,2015.0,employment_access_index,4042.0,
51061930707,2015.0,employment_access_index,3745.0,
51063920101,2015.0,employment_access_index,1737.0,
51063920102,2015.0,employment_access_index,1830.0,
51063920200,2015.0,employment_access_index,1535.0,
51065020101,2015.0,employment_access_index,3310.0,
51065020102,2015.0,employment_access_index,2882.0,
51065020200,2015.0,employment_access_index,2080.0,
51065020300,2015.0,employment_access_index,2061.0,
51067020101,2015.0,employment_access_index,1998.0,
51067020102,2015.0,employment_access_index,1813.0,
51067020200,2015.0,employment_access_index,2397.0,
51067020300,2015.0,employment_access_index,2506.0,
51067020400,2015.0,employment_access_index,3277.0,
51067020500,2015.0,employment_access_index,2477.0,
51067020600,2015.0,employment_access_index,1738.0,
51067020700,2015.0,employment_access_index,1975.0,
51067020800,2015.0,employment_access_index,5647.0,
51067020900,2015.0,employment_access_index,1843.0,
51069050100,2015.0,employment_access_index,4330.0,
51069050200,2015.0,employment_access_index,4259.0,
51069050300,2015.0,employment_access_index,2755.0,
51069050400,2015.0,employment_access_index,2655.0,
51069050500,2015.0,employment_access_index,5748.0,
51069050600,2015.0,employment_access_index,4070.0,
51069050700,2015.0,employment_access_index,3313.0,
51069050801,2015.0,employment_access_index,4187.0,
51069050802,2015.0,employment_access_index,5415.0,
51069050803,2015.0,employment_access_index,6124.0,
51069050900,2015.0,employment_access_index,9885.0,
51069051000,2015.0,employment_access_index,11998.0,
51069051101,2015.0,employment_access_index,5904.0,
51069051102,2015.0,employment_access_index,15126.0,
51071930100,2015.0,employment_access_index,1680.0,
51071930200,2015.0,employment_access_index,1491.0,
51071930300,2015.0,employment_access_index,2227.0,
51071930400,2015.0,employment_access_index,1748.0,
51073100100,2015.0,employment_access_index,2325.0,
51073100201,2015.0,employment_access_index,2418.0,
51073100202,2015.0,employment_access_index,3466.0,
51073100203,2015.0,employment_access_index,3568.0,
51073100301,2015.0,employment_access_index,3880.0,
51073100302,2015.0,employment_access_index,3137.0,
51073100400,2015.0,employment_access_index,2815.0,
51073100500,2015.0,employment_access_index,3016.0,
51075400100,2015.0,employment_access_index,7599.0,
51075400200,2015.0,employment_access_index,3651.0,
51075400300,2015.0,employment_access_index,3508.0,
51075400400,2015.0,employment_access_index,2495.0,
51075400500,2015.0,employment_access_index,2071.0,
51077060101,2015.0,employment_access_index,1589.0,
51077060102,2015.0,employment_access_index,1517.0,
51077060201,2015.0,employment_access_index,1346.0,
51077060202,2015.0,employment_access_index,1185.0,
51077060300,2015.0,employment_access_index,1155.0,
51079030101,2015.0,employment_access_index,2381.0,
51079030102,2015.0,employment_access_index,2408.0,
51079030200,2015.0,employment_access_index,3070.0,
51081880101,2015.0,employment_access_index,1756.0,
51081880102,2015.0,employment_access_index,,
51081880200,2015.0,employment_access_index,1612.0,
51083930100,2015.0,employment_access_index,1406.0,
51083930201,2015.0,employment_access_index,1485.0,
51083930202,2015.0,employment_access_index,1604.0,
51083930301,2015.0,employment_access_index,1700.0,
51083930302,2015.0,employment_access_index,2090.0,
51083930400,2015.0,employment_access_index,1565.0,
51083930500,2015.0,employment_access_index,1823.0,
51083930600,2015.0,employment_access_index,4212.0,
51083930800,2015.0,employment_access_index,4754.0,
51085320100,2015.0,employment_access_index,3067.0,
51085320200,2015.0,employment_access_index,3358.0,
51085320300,2015.0,employment_access_index,5026.0,
51085320400,2015.0,employment_access_index,12493.0,
51085320500,2015.0,employment_access_index,6213.0,
51085320601,2015.0,employment_access_index,11036.0,
51085320602,2015.0,employment_access_index,13948.0,
51085320701,2015.0,employment_access_index,6900.0,
51085320702,2015.0,employment_access_index,5669.0,
51085320801,2015.0,employment_access_index,11655.0,
51085320803,2015.0,employment_access_index,10183.0,
51085320804,2015.0,employment_access_index,12658.0,
51085320805,2015.0,employment_access_index,14815.0,
51085320900,2015.0,employment_access_index,11910.0,
51085321001,2015.0,employment_access_index,15694.0,
51085321002,2015.0,employment_access_index,9933.0,
51085321100,2015.0,employment_access_index,18097.0,
51085321201,2015.0,employment_access_index,12195.0,
51085321202,2015.0,employment_access_index,15375.0,
51085321300,2015.0,employment_access_index,9816.0,
51085321401,2015.0,employment_access_index,4072.0,
51085321402,2015.0,employment_access_index,4854.0,
51085321403,2015.0,employment_access_index,3439.0,
51087200104,2015.0,employment_access_index,37644.0,
51087200105,2015.0,employment_access_index,28519.0,
51087200106,2015.0,employment_access_index,23046.0,
51087200107,2015.0,employment_access_index,17394.0,
51087200108,2015.0,employment_access_index,16489.0,
51087200109,2015.0,employment_access_index,21774.0,
51087200112,2015.0,employment_access_index,15361.0,
51087200116,2015.0,employment_access_index,21111.0,
51087200119,2015.0,employment_access_index,42352.0,
51087200120,2015.0,employment_access_index,16961.0,
51087200121,2015.0,employment_access_index,23100.0,
51087200122,2015.0,employment_access_index,18198.0,
51087200123,2015.0,employment_access_index,14985.0,
51087200124,2015.0,employment_access_index,16294.0,
51087200125,2015.0,employment_access_index,33757.0,
51087200126,2015.0,employment_access_index,34913.0,
51087200127,2015.0,employment_access_index,25798.0,
51087200128,2015.0,employment_access_index,31018.0,
51087200129,2015.0,employment_access_index,23848.0,
51087200130,2015.0,employment_access_index,11729.0,
51087200201,2015.0,employment_access_index,30896.0,
51087200202,2015.0,employment_access_index,34280.0,
51087200301,2015.0,employment_access_index,56036.0,
51087200302,2015.0,employment_access_index,51924.0,
51087200303,2015.0,employment_access_index,48685.0,
